,File_Name,Cluster_Label_A,Cluster_Label_B,File_Path,best_k_value
50,b9bd6fbca38133dfd6d0567c1aad5c3d97a4dbbc.bin,7,341,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/b/9/b/b9bd6fbca38133dfd6d0567c1aad5c3d97a4dbbc.bin,"[2, 1, 1, 7]"
51,b9dd780db1f6494675928ab3c8c3afaedff3fe04.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/b/9/d/b9dd780db1f6494675928ab3c8c3afaedff3fe04.bin,"[2, 1, 1, 7]"
52,bdf430ebef39506120b5e554f89b4b47b6d98ae5.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/b/d/f/bdf430ebef39506120b5e554f89b4b47b6d98ae5.bin,"[2, 1, 1, 7]"
53,bd7401c91c8a489ad2ea946883f6ea7398005965.bin,7,1524,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/b/d/7/bd7401c91c8a489ad2ea946883f6ea7398005965.bin,"[2, 1, 1, 7]"
54,b5bf2466a54d078a7b5211663135be2ee31e6340.bin,7,341,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/b/5/b/b5bf2466a54d078a7b5211663135be2ee31e6340.bin,"[2, 1, 1, 7]"
55,b5446ead283df797b32ebc5b8177aa77dd5d604e.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/b/5/4/b5446ead283df797b32ebc5b8177aa77dd5d604e.bin,"[2, 1, 1, 7]"
56,bc2775b23a5839e3ee9608ed80a124f88ce55f8f.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/b/c/2/bc2775b23a5839e3ee9608ed80a124f88ce55f8f.bin,"[2, 1, 1, 7]"
57,b44210431beb4761b08b33c432afcc5638caa3f1.bin,7,1524,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/b/4/4/b44210431beb4761b08b33c432afcc5638caa3f1.bin,"[2, 1, 1, 7]"
58,b0f868bc48153e143fb6312412f17df4d4774e73.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/b/0/f/b0f868bc48153e143fb6312412f17df4d4774e73.bin,"[2, 1, 1, 7]"
59,38ba7af5ca25399cd875b900e5d92685e8c9186f.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/3/8/b/38ba7af5ca25399cd875b900e5d92685e8c9186f.bin,"[2, 1, 1, 7]"
60,3af8f07031e0a69e20a47fc82a0320f5ca1c578a.bin,7,341,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/3/a/f/3af8f07031e0a69e20a47fc82a0320f5ca1c578a.bin,"[2, 1, 1, 7]"
61,3a7ca17a5055c21b768f692af66c48db00ac4704.bin,7,341,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/3/a/7/3a7ca17a5055c21b768f692af66c48db00ac4704.bin,"[2, 1, 1, 7]"
62,3930aa7cafe5a13f8f367687df5384cce8809158.bin,7,284,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/3/9/3/3930aa7cafe5a13f8f367687df5384cce8809158.bin,"[2, 1, 1, 7]"
63,326f1d4ce153a422fc4ec67b3091a8d253aae5b4.bin,7,1524,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/3/2/6/326f1d4ce153a422fc4ec67b3091a8d253aae5b4.bin,"[2, 1, 1, 7]"
64,3fbac67b6d45202e3751bad0e0e242c7113818a1.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/3/f/b/3fbac67b6d45202e3751bad0e0e242c7113818a1.bin,"[2, 1, 1, 7]"
65,3f31e96ad931f6a49c7183a28808fbb24cb48679.bin,7,1524,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/3/f/3/3f31e96ad931f6a49c7183a28808fbb24cb48679.bin,"[2, 1, 1, 7]"
66,3c0c036e0b9f864b900195badae74a35fb7e768b.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/3/c/0/3c0c036e0b9f864b900195badae74a35fb7e768b.bin,"[2, 1, 1, 7]"
67,34b471ddaf157bdb9574d7ab11d7f8579a41cff2.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/3/4/b/34b471ddaf157bdb9574d7ab11d7f8579a41cff2.bin,"[2, 1, 1, 7]"
68,30e654e680da46b103eeb1df1ec8483dddacd74d.bin,7,1524,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/3/0/e/30e654e680da46b103eeb1df1ec8483dddacd74d.bin,"[2, 1, 1, 7]"
69,302ebdfe75598293ed1c3ca66c5a147750257f92.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/3/0/2/302ebdfe75598293ed1c3ca66c5a147750257f92.bin,"[2, 1, 1, 7]"
70,981b0b0dc074c3cb893d4e4eed07e63aedd44ec3.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/9/8/1/981b0b0dc074c3cb893d4e4eed07e63aedd44ec3.bin,"[2, 1, 1, 7]"
71,98610526e0f75a12237642ca05270a7a9234437f.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/9/8/6/98610526e0f75a12237642ca05270a7a9234437f.bin,"[2, 1, 1, 7]"
72,9aab0df11e592565d748a5f039976e902e7c5656.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/9/a/a/9aab0df11e592565d748a5f039976e902e7c5656.bin,"[2, 1, 1, 7]"
73,9a34aecd5fabc72ed2eb235b425c6157777db633.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/9/a/3/9a34aecd5fabc72ed2eb235b425c6157777db633.bin,"[2, 1, 1, 7]"
74,9a4bb63b2f845d5de97de47ce7307f4083b4d532.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/9/a/4/9a4bb63b2f845d5de97de47ce7307f4083b4d532.bin,"[2, 1, 1, 7]"
75,9be807c822e504aa7a22db31bfd867afa3503e35.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/9/b/e/9be807c822e504aa7a22db31bfd867afa3503e35.bin,"[2, 1, 1, 7]"
76,93b4c799e4aaee531dad80bab1ce90b23efb77e5.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/9/3/b/93b4c799e4aaee531dad80bab1ce90b23efb77e5.bin,"[2, 1, 1, 7]"
77,99cb4450c60d6b03a2711f04893a66fa47fa8e86.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/9/9/c/99cb4450c60d6b03a2711f04893a66fa47fa8e86.bin,"[2, 1, 1, 7]"
78,92ab02074dfb90556cee26fb5122158c9c65e48e.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/9/2/a/92ab02074dfb90556cee26fb5122158c9c65e48e.bin,"[2, 1, 1, 7]"
79,95a88a9328f5a0ce6ccb02174ae0ff5b5a98ad26.bin,7,1524,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/9/5/a/95a88a9328f5a0ce6ccb02174ae0ff5b5a98ad26.bin,"[2, 1, 1, 7]"
80,956b68d78d26d1e5c241a46b214c6b9a57e57eb8.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/9/5/6/956b68d78d26d1e5c241a46b214c6b9a57e57eb8.bin,"[2, 1, 1, 7]"
81,9cabf77fd455147ca9b286b6e7940a0facc8f928.bin,7,284,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/9/c/a/9cabf77fd455147ca9b286b6e7940a0facc8f928.bin,"[2, 1, 1, 7]"
82,9cee9e7c67da072469565bbacb5eea0fe985ab77.bin,7,1524,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/9/c/e/9cee9e7c67da072469565bbacb5eea0fe985ab77.bin,"[2, 1, 1, 7]"
83,94cfd3dbb7c0b9ea81d2f2790562e66c683f04d2.bin,7,1524,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/9/4/c/94cfd3dbb7c0b9ea81d2f2790562e66c683f04d2.bin,"[2, 1, 1, 7]"
84,9077fdba1279cfb750afeb092caa583a9a9f5fba.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/9/0/7/9077fdba1279cfb750afeb092caa583a9a9f5fba.bin,"[2, 1, 1, 7]"
85,97839bfddaae188b7f279582e7939283bda62a8b.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/9/7/8/97839bfddaae188b7f279582e7939283bda62a8b.bin,"[2, 1, 1, 7]"
86,974d7cfee38e33e6778914c8021bf67c43e47e5c.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/9/7/4/974d7cfee38e33e6778914c8021bf67c43e47e5c.bin,"[2, 1, 1, 7]"
87,97024bca02cb90ae8128e9b70f8a20b04c9919c0.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/9/7/0/97024bca02cb90ae8128e9b70f8a20b04c9919c0.bin,"[2, 1, 1, 7]"
88,234c2f703b78146db3f627de342eb8f6a0416fb8.bin,7,341,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/2/3/4/234c2f703b78146db3f627de342eb8f6a0416fb8.bin,"[2, 1, 1, 7]"
89,29eace9f243dd506519422689f4c049026423c71.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/2/9/e/29eace9f243dd506519422689f4c049026423c71.bin,"[2, 1, 1, 7]"
90,22eaaea37bbebe604e1d909b7730b1ac1560fb3f.bin,7,1524,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/2/2/e/22eaaea37bbebe604e1d909b7730b1ac1560fb3f.bin,"[2, 1, 1, 7]"
91,22029cb59c9cd4fb14537771047dad155cc66ab8.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/2/2/0/22029cb59c9cd4fb14537771047dad155cc66ab8.bin,"[2, 1, 1, 7]"
92,21b3b7b4765b50b86e1b623353a21d5123d360f9.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/2/1/b/21b3b7b4765b50b86e1b623353a21d5123d360f9.bin,"[2, 1, 1, 7]"
93,217d5c822d7652296941164d71911488f0b6120c.bin,7,1524,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/2/1/7/217d5c822d7652296941164d71911488f0b6120c.bin,"[2, 1, 1, 7]"
94,2cfe8929db5f9ec6d2d6776b1d8bb02e177eafda.bin,7,1524,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/2/c/f/2cfe8929db5f9ec6d2d6776b1d8bb02e177eafda.bin,"[2, 1, 1, 7]"
95,24f54481826a8de1b76e835d1368864dae834c7b.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/2/4/f/24f54481826a8de1b76e835d1368864dae834c7b.bin,"[2, 1, 1, 7]"
96,24c72d608458444dbe9a7e15a4a4934007de5349.bin,7,1944,datacopy/UCSB.JP/data_feed.geo_japan_6m_public_flag/2/4/c/24c72d608458444dbe9a7e15a4a4934007de5349.bin,"[2, 1, 1, 7]"
